Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Month,Intake Day of the Week,Intake Year,Outcome Month,Outcome Day of the Week,Outcome Year
A029618,CHEETO,Cat,Spayed Female,0,1.5,DOMESTIC SH,ORG TABBY,981020013898386,12/16/2016,Owner Surrendered,Over the Counter,Adoption,Referral,12/17/2016,,,,,,
A029780,LEONIDIS,Dog,Neutered Male,0,10,GERM SHEPHERD,TAN,L16-009895,08/24/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/29/2016,,,,,,
A029780,LEONIDIS,Dog,Neutered Male,0,10,GERM SHEPHERD,TAN,L17-011835,07/18/2017,Stray,Animal Control,Return to Owner,Walk-In,07/19/2017,,,,,,
A029993,OREO,Dog,Neutered Male,4,6,BOSTON TERRIER,BLACK,012838017,08/20/2016,Stray,Animal Control,Adoption,Walk-In,08/31/2016,,,,,,
A029993,OREO,Dog,Neutered Male,4,6,BOSTON TERRIER,BLACK,012838017,09/23/2016,Stray,Over the Counter,Return to Owner,Walk-In,09/30/2016,,,,,,
A029993,OREO,Dog,Neutered Male,4,6,BOSTON TERRIER,BLACK,012838017,02/01/2016,Stray,Over the Counter,Return to Owner,Microchip,02/01/2016,,,,,,
A029993,OREO,Dog,Neutered Male,4,6,BOSTON TERRIER,BLACK,012838017,09/30/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,09/30/2016,,,,,,
A030004,CHARLIE,Cat,Spayed Female,0,1,DOMESTIC SH,TORBIE,981020013540350,07/07/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/03/2016,,,,,,
A030014,HENNESSY,Dog,Neutered Male,7,0,MIN PINSCHER,BROWN,981020017669167,06/09/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/15/2016,,,,,,
A030373,LIL BOY,Dog,Neutered Male,0,9,PIT BULL,BR BRINDLE,981020013479567,04/30/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,05/06/2016,,,,,,
A030392,PETEY,Dog,Neutered Male,3,0,MASTIFF,TAN,L16-008458,01/08/2016,Stray,Over the Counter,Return to Owner,Microchip,01/08/2016,,,,,,
A030392,PETEY,Dog,Neutered Male,3,0,MASTIFF,TAN,981020013521487,08/20/2018,Stray,Animal Control,Euthanized,Behavior Manageable,09/04/2018,,,,,,
A030392,PETEY,Dog,Neutered Male,3,0,MASTIFF,TAN,L17-011732,06/27/2017,Stray,Animal Control,Return to Owner,,06/29/2017,,,,,,
A030550,FRISKY,Dog,Neutered Male,12,0,RAT TERRIER,BLACK,L17-011415,06/23/2017,Stray,Animal Control,Return to Owner,Walk-In,06/23/2017,,,,,,
A030550,FRISKY,Dog,Neutered Male,12,0,RAT TERRIER,BLACK,981020013403836,05/12/2016,Stray,,Return to Owner,Walk-In,05/12/2016,,,,,,
A030550,FRISKY,Dog,Neutered Male,12,0,RAT TERRIER,BLACK,L17-011415,06/02/2016,Stray,Animal Control,Return to Owner,Microchip,06/02/2016,,,,,,
A030585,MARLEY,Dog,Neutered Male,10,0,MIN PINSCHER,BLACK,444C774539,02/16/2018,Owner Surrendered,Animal Control,Euthanized,Age-Related,02/17/2018,,,,,,
A030626,CHI CHI,Dog,Spayed Female,0,0,SHIH TZU,GRAY,981020013536322,01/29/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/13/2019,,,,,,
A030626,CHI CHI,Dog,Spayed Female,0,0,SHIH TZU,GRAY,981020013536322,02/19/2019,Return,Over the Counter,Adoption,Walk-In,02/21/2019,,,,,,
A030626,CHI CHI,Dog,Spayed Female,0,0,SHIH TZU,GRAY,981020013536322,02/23/2019,Return,Over the Counter,Transfer,Rescue Group,02/28/2019,,,,,,
A030760,WALLABY,Cat,Spayed Female,0,1.45,DOMESTIC SH,BLK TABBY,L16-009067,02/28/2016,Owner Surrendered,Over the Counter,Adoption,Website Information,03/09/2016,,,,,,
A030763,SMOKEY,Cat,Neutered Male,0,0.75,DOMESTIC SH,GRAY,981020013653380,12/15/2015,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,12/24/2015,,,,,,
A030894,COCO,Dog,Spayed Female,0,1.5,POMERANIAN,BROWN,981020013483317,06/07/2017,Return,Over the Counter,Transfer,Private Animal Shelter,06/13/2017,,,,,,
A030894,COCO,Dog,Spayed Female,0,1.5,POMERANIAN,BROWN,L17-011616,05/23/2017,Stray,Over the Counter,Adoption,Walk-In,06/03/2017,,,,,,
A030907,FREYJA,Cat,Spayed Female,1,6,DOMESTIC SH,WHITE,981020011465705,11/16/2019,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,11/19/2019,,,,,,
A030924,GELATO,Cat,Spayed Female,0,2,DOMESTIC SH,TORBIE,981020013450235,03/03/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/09/2017,,,,,,
A031059,BLONDIE,Dog,Spayed Female,7,0,CHIHUAHUA SH,BROWN,,04/05/2019,Stray,Animal Control,Return to Owner,,04/06/2019,,,,,,
A031062,ZEKE,Dog,Neutered Male,0,6,VIZSLA,BROWN,981020013477250,06/05/2016,Return,Over the Counter,Euthanized,Behavior Manageable,06/08/2016,,,,,,
A031062,ZEKE,Dog,Neutered Male,0,6,VIZSLA,BROWN,981020013477250,12/30/2015,Stray,Animal Control,Adoption,Walk-In,01/10/2016,,,,,,
A031062,ZEKE,Dog,Neutered Male,0,6,VIZSLA,BROWN,L16-009166,03/13/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/25/2016,,,,,,
A031279,PRECIOUS,Dog,Spayed Female,1,0,LABRADOR RETR,BLACK,981020013633309,03/18/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/24/2016,,,,,,
A031325,LUCY DEW,Cat,Spayed Female,0,2,DOMESTIC SH,GRAY,981020015411372,09/28/2018,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,12/04/2018,,,,,,
A031723,GYPSY,Cat,Spayed Female,3,0,MANX,BRN TABBY,981020013634648,12/30/2016,Owner Surrendered,Over the Counter,Euthanized,Condition Severe,03/23/2017,,,,,,
A031760,TREVOR,Cat,Neutered Male,0,1.25,DOMESTIC SH,BRN TABBY,981020015450259,10/14/2017,Confiscated,Owner Hospitalized,Return to Owner,,10/16/2017,,,,,,
A031840,ELLA,Dog,Spayed Female,1,0,BEAGLE,BR BRINDLE,981020015468088,06/03/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/14/2016,,,,,,
A031966,,Cat,Female,15,0,DOMESTIC MH,WHITE,23771S,05/20/2016,Stray,Animal Control,Euthanized,Condition Severe,05/31/2016,,,,,,
A032040,SNOWFLAKE,Dog,Spayed Female,5,0,MALTESE,WHITE,981020015449263,12/09/2015,Return,Over the Counter,Return to Owner,Walk-In,12/09/2015,,,,,,
A032108,SPARKY,Dog,Neutered Male,2,0,BEAGLE,TRICOLOR,L18-011058,03/16/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/24/2018,,,,,,
A032108,SPARKY,Dog,Neutered Male,2,0,BEAGLE,TRICOLOR,L18-011139,03/25/2018,Return,Over the Counter,Adoption,Walk-In,04/04/2018,,,,,,
A032251,BO BO,Other,Spayed Female,1,0,ENGLISH SPOT,WHITE,,03/05/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/30/2016,,,,,,
A032252,MISFIT,Other,Spayed Female,0,3,ENGLISH SPOT,WHITE,,03/05/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/30/2016,,,,,,
A032317,DAISY,Dog,Spayed Female,0,0,MALTESE,WHITE,4653056A66,05/30/2016,Stray,Animal Control,Return to Owner,Walk-In,05/31/2016,,,,,,
A032317,DAISY,Dog,Spayed Female,0,0,MALTESE,WHITE,4653056A66,10/27/2017,Confiscated,Owner Hospitalized,Return to Owner,,10/31/2017,,,,,,
A032317,DAISY,Dog,Spayed Female,0,0,MALTESE,WHITE,L19-008605,10/24/2018,Stray,Animal Control,Return to Owner,,11/02/2018,,,,,,
A032541,HOOCH,Dog,Neutered Male,4,0,GERM SHEPHERD,BLACK,L15-008078,12/11/2015,Stray,Animal Control,Return to Owner,Microchip,12/11/2015,,,,,,
A032670,BENTLY,Dog,Male,5,0,PIT BULL,BLUE,071554541,02/27/2016,Stray,Animal Control,Euthanized,Behavior Severe,03/12/2016,,,,,,
A032671,CHASE,Dog,Neutered Male,2,0,BEAGLE,TRICOLOR,981020015608905,03/02/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/05/2016,,,,,,
A032671,CHASE,Dog,Neutered Male,2,0,BEAGLE,TRICOLOR,981020015608905,04/13/2016,Owner Surrendered,,Adoption,Walk-In,04/15/2016,,,,,,
A032698,ARCHIE,Cat,Neutered Male,4,0,DOMESTIC SH,BLACK,981020005038202,12/30/2015,Return,Over the Counter,Euthanized,Condition Severe,12/30/2015,,,,,,
A032730,FLAME,Cat,Spayed Female,1,0,DOMESTIC SH,CRM TABBY,981020015572324,10/11/2015,Foster,Over the Counter,Adoption,Walk-In,12/23/2015,,,,,,
A032751,FLUFFY,Dog,Female,2,0,SHIH TZU,WHITE,L16-009624,06/29/2016,Confiscated,Animal Cruelty,Return to Owner,,06/29/2016,,,,,,
A032778,DALLAS,Dog,Neutered Male,0,0,PUG,TAN,981020015571095,01/17/2016,Return,Over the Counter,Adoption,Walk-In,01/23/2016,,,,,,
A032846,MONA,Dog,Spayed Female,6,0,LABRADOR RETR,RED,981020015620296,01/23/2016,Owner Surrendered,Animal Control,Adoption,Walk-In,01/27/2016,,,,,,
A032849,PUNKY,Dog,Spayed Female,5,0,BORDER TERRIER,BLACK,0A115E0147,09/08/2018,Owner Surrendered,Over the Counter,Transfer,Private Animal Shelter,09/11/2018,,,,,,
A032933,JILLIAN,Cat,Spayed Female,1,0,DOMESTIC SH,TORTIE,981020015559197,10/18/2015,Stray,Animal Control,Adoption,Website Information,12/13/2015,,,,,,
A032943,DIAMOND,Dog,Spayed Female,0,10,PIT BULL,BLACK,L15-008156,01/08/2016,Confiscated,Owner Arrested,Return to Owner,,01/20/2016,,,,,,
A032964,WILLOW,Dog,Spayed Female,6,9,PIT BULL,TAN,981020015883160,10/20/2015,Stray,Over the Counter,Adoption,Walk-In,12/11/2015,,,,,,
A033004,FENTON,Cat,Neutered Male,3,0,DOMESTIC SH,BUFF,L16-008101,10/22/2015,Stray,Animal Control,Adoption,Walk-In,12/12/2015,,,,,,
A033095,AHI,Cat,Neutered Male,0,2,DOMESTIC SH,ORANGE,981020015876120,08/06/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/19/2016,,,,,,
A033182,ATHENA,Cat,Spayed Female,0,6,DOMESTIC SH,BLACK,981020015595058,04/15/2017,Stray,Over the Counter,Adoption,Walk-In,05/02/2017,,,,,,
A033182,ATHENA,Cat,Spayed Female,0,6,DOMESTIC SH,BLACK,11613,09/21/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,11/06/2016,,,,,,
A033182,ATHENA,Cat,Spayed Female,0,6,DOMESTIC SH,BLACK,981020015595058,11/01/2015,Stray,Animal Control,Adoption,Walk-In,12/13/2015,,,,,,
A033182,ATHENA,Cat,Spayed Female,0,6,DOMESTIC SH,BLACK,981020015595058,04/13/2016,Transfer,Transfer,Adoption,Walk-In,04/14/2016,,,,,,
A033196,LOLA,Dog,Spayed Female,1,0,PIT BULL,BR BRINDLE,981020015878648,03/29/2016,Stray,Animal Control,Euthanized,Behavior Severe,04/09/2016,,,,,,
A033208,LEONARD,Cat,Neutered Male,0,2,DOMESTIC SH,BRN TABBY,981020015876966,11/04/2015,Stray,Over the Counter,Adoption,Website Information,12/07/2015,,,,,,
A033274,CLOEY,Cat,Spayed Female,5,0,TONKINESE,SEAL PT,981020015601306,11/07/2015,Stray,Over the Counter,Adoption,Walk-In,12/02/2015,,,,,,
A033275,OPIE,Cat,Neutered Male,0,1,DOMESTIC SH,BLACK,981020015899221,11/30/2015,Foster,Over the Counter,Adoption,Walk-In,12/16/2015,,,,,,
A033278,STURGIS,Cat,Neutered Male,2,0,DOMESTIC SH,BRN TABBY,981020015860500,11/07/2015,Stray,Over the Counter,Adoption,Walk-In,01/24/2016,,,,,,
A033282,CORA LEE,Dog,Spayed Female,3,6,PIT BULL,GRAY,981020015870212,11/08/2015,Stray,Animal Control,Adoption,Walk-In,12/02/2015,,,,,,
A033294,DUCHESS,Dog,Spayed Female,4,0,PIT BULL,BR BRINDLE,,11/09/2015,Confiscated,Animal Cruelty,Adoption,Walk-In,12/02/2015,,,,,,
A033315,DENVER,Other,Male,1,0,LIZARD,YELLOW,,11/10/2015,Confiscated,Animal Cruelty,Adoption,Walk-In,12/17/2015,,,,,,
A033316,GRIMLOCK,Other,Male,1,0,LIZARD,YELLOW,,11/10/2015,Confiscated,Animal Cruelty,Adoption,Walk-In,12/17/2015,,,,,,
A033336,GRISHAM,Dog,Neutered Male,1,0,PIT BULL,TAN,981020015864072,11/12/2015,Stray,Animal Control,Adoption,Website Information,12/13/2015,,,,,,
A033345,JULES,Cat,Neutered Male,3,0,DOMESTIC SH,BRN TABBY,981020017196001,11/12/2015,Stray,Animal Control,Adoption,Website Information,02/21/2016,,,,,,
A033345,JULES,Cat,Neutered Male,3,0,DOMESTIC SH,BRN TABBY,981020017196001,01/24/2017,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,02/06/2017,,,,,,
A033367,SQUEAKY,Cat,Spayed Female,2,0,DOMESTIC SH,GRAY TABBY,981020015552460,11/13/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/24/2015,,,,,,
A033369,JOSH,Cat,Neutered Male,0,5,DOMESTIC SH,BRN TABBY,981020015886015,11/13/2015,Stray,Over the Counter,Adoption,Walk-In,12/02/2015,,,,,,
A033390,JOEY,Dog,Neutered Male,4,0,PARSON RUSS TER,WHITE,985121007223852,07/03/2017,Stray,Over the Counter,Return to Owner,Phone Call,07/04/2017,,,,,,
A033401,,Cat,Male,0,2,DOMESTIC SH,BLACK,,11/16/2015,Stray,Over the Counter,Euthanized,Behavior Severe,12/02/2015,,,,,,
A033402,,Cat,Female,0,2,DOMESTIC SH,BRN TABBY,,11/16/2015,Stray,Over the Counter,Euthanized,Behavior Severe,12/02/2015,,,,,,
A033403,,Cat,Male,0,2,DOMESTIC SH,BRN TABBY,,11/16/2015,Stray,Over the Counter,Euthanized,Behavior Severe,12/02/2015,,,,,,
A033404,,Cat,Female,0,2,DOMESTIC SH,BRN TABBY,,11/16/2015,Stray,Over the Counter,Euthanized,Behavior Severe,12/02/2015,,,,,,
A033410,DAISY,Dog,Spayed Female,1,0,WELSH CORGI PEM,TRICOLOR,956000003894870,07/24/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/07/2018,,,,,,
A033438,SEBASTIAN,Cat,Neutered Male,2,4,DOMESTIC SH,BRN TABBY,L16-008047,11/19/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/09/2015,,,,,,
A033450,LUCIUS,Cat,Neutered Male,0,3.45,DOMESTIC SH,BLACK,L16-008118,11/19/2015,Stray,Animal Control,Adoption,Walk-In,12/13/2015,,,,,,
A033451,TIGGER,Dog,Neutered Male,4,0,PIT BULL,TAN,981020019594636,11/05/2016,Stray,Animal Control,Return to Owner,Walk-In,11/08/2016,,,,,,
A033471,KURBY,Dog,Neutered Male,2,0,LABRADOR RETR,BR BRINDLE,981020015584642,11/20/2015,Stray,Animal Control,Adoption,Walk-In,12/04/2015,,,,,,
A033472,NARLEY,Cat,Neutered Male,8,0,MAINE COON,BRN TABBY,4B5D161D18,11/20/2015,Confiscated,Owner Evicted,Adoption,Walk-In,12/22/2015,,,,,,
A033499,MICKEY,Cat,Neutered Male,0,6,DOMESTIC SH,WHITE,981020015896353,11/22/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/14/2015,,,,,,
A033500,MALLORY,Cat,Spayed Female,0,6,DOMESTIC SH,BLACK,981020015602540,11/22/2015,Owner Surrendered,Over the Counter,Adoption,,12/17/2015,,,,,,
A033513,JINGLE,Cat,Neutered Male,0,0.85,DOMESTIC SH,BLK SMOKE,981020015889356,12/14/2015,Foster,Over the Counter,Adoption,Walk-In,12/17/2015,,,,,,
A033515,LINCOLN,Dog,Neutered Male,1,0,GREAT DANE,BLACK,981020015605846,11/23/2015,Stray,Animal Control,Adoption,Walk-In,12/04/2015,,,,,,
A033529,MILEY,Dog,Female,2,0,PUG,CREAM,,11/24/2015,Confiscated,Animal Cruelty,Euthanized,Behavior Manageable,12/03/2015,,,,,,
A033531,STELLA,Dog,Spayed Female,2,0,PIT BULL,GRAY,981020015559850,12/02/2015,Return,Over the Counter,Adoption,Website Information,12/06/2015,,,,,,
A033540,NIBBLES,Other,Male,0,8,CHINCHILLA-STND,GRAY,,11/25/2015,Owner Surrendered,Over the Counter,Transfer,,12/16/2015,,,,,,
A033543,,Dog,Male,0,0,PIT BULL,BROWN,,11/26/2015,Stray,Animal Control,Euthanized,Behavior Manageable,12/07/2015,,,,,,
A033553,BEAUTY,Cat,Spayed Female,2,0,DOMESTIC SH,DIL CALICO,981020015899408,11/27/2015,Stray,Over the Counter,Adoption,Walk-In,12/03/2015,,,,,,
A033567,SPARKIE,Dog,Male,3,0,PIT BULL,BLACK,,11/29/2015,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,12/02/2015,,,,,,
A033568,SAGE,Dog,Spayed Female,0,7,BULLMASTIFF,BL BRINDLE,981020015589983,11/29/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/03/2015,,,,,,
A033568,SAGE,Dog,Spayed Female,0,7,BULLMASTIFF,BL BRINDLE,981020015589983,07/30/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/07/2016,,,,,,
A033569,WILLOW,Cat,Spayed Female,3,0,DOMESTIC SH,TORTIE,981020015862598,11/29/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/23/2015,,,,,,
A033571,BARNIBUS,Cat,Neutered Male,0,3,DOMESTIC LH,ORG TABBY,981020015581396,11/29/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/08/2015,,,,,,
A033590,,Cat,Female,1,0,DOMESTIC SH,BRN TABBY,,11/30/2015,Stray,Animal Control,Euthanized,Behavior Manageable,12/06/2015,,,,,,
A033603,DUTCH,Dog,Male,1,6,AMER BULLDOG,BR BRINDLE,,12/01/2015,Stray,Over the Counter,Euthanized,Behavior Severe,12/12/2015,,,,,,
A033604,PEARL,Dog,Spayed Female,0,9,LABRADOR RETR,BLACK,981020015570356,12/01/2015,Stray,Animal Control,Adoption,Website Information,12/14/2015,,,,,,
A033617,GILLIE,Cat,Neutered Male,0,2,DOMESTIC SH,BRN TABBY,981020015888522,12/02/2015,Stray,Over the Counter,Foster,Illness Minor,12/16/2015,,,,,,
A033617,GILLIE,Cat,Neutered Male,0,2,DOMESTIC SH,BRN TABBY,,12/24/2015,Foster,Over the Counter,Adoption,,12/24/2015,,,,,,
A033618,GABBIE,Cat,Spayed Female,0,2,DOMESTIC SH,GRAY TIGER,981020015570541,12/02/2015,Stray,Over the Counter,Adoption,Website Information,12/14/2015,,,,,,
A033619,GINNY,Cat,Spayed Female,0,2,DOMESTIC SH,BLACK,981020015608443,12/02/2015,Stray,Over the Counter,Adoption,,12/24/2015,,,,,,
A033635,,Dog,Male,10,0,GERM SHEPHERD,GRAY,,12/03/2015,Stray,Animal Control,Euthanized,Behavior Manageable,12/14/2015,,,,,,
A033636,MEARL,Cat,Neutered Male,0,2.1,DOMESTIC SH,GRAY,981020015896050,12/03/2015,Stray,Animal Control,Foster,Condition Minor,12/10/2015,,,,,,
A033636,MEARL,Cat,Neutered Male,0,2.1,DOMESTIC SH,GRAY,981020015896050,12/18/2015,Foster,Over the Counter,Foster,,12/18/2015,,,,,,
A033636,MEARL,Cat,Neutered Male,0,2.1,DOMESTIC SH,GRAY,981020015896050,12/21/2015,Foster,Over the Counter,Adoption,Walk-In,12/22/2015,,,,,,
A033650,,Cat,Male,0,6,DOMESTIC LH,ORG TABBY,,12/04/2015,Stray,Animal Control,Euthanized,Behavior Severe,12/10/2015,,,,,,
A033651,PENELOPE,Dog,Spayed Female,2,0,PIT BULL,BR BRINDLE,981020015885382,12/04/2015,Stray,Animal Control,Adoption,Walk-In,12/18/2015,,,,,,
A033651,PENELOPE,Dog,Spayed Female,2,0,PIT BULL,BR BRINDLE,981020015885382,04/10/2016,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,04/14/2016,,,,,,
A033651,PENELOPE,Dog,Spayed Female,2,0,PIT BULL,BR BRINDLE,981020015885382,01/23/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/24/2016,,,,,,
A033651,PENELOPE,Dog,Spayed Female,2,0,PIT BULL,BR BRINDLE,981020015885382,03/30/2016,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/03/2016,,,,,,
A033652,,Cat,Male,1,0,DOMESTIC SH,GRAY,,12/04/2015,Stray,Animal Control,Disposal of Deceased Pet,,12/04/2015,,,,,,
A033653,SANDI,Dog,Spayed Female,0,0,LHASA APSO,WHITE,981020015875121,12/04/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/07/2015,,,,,,
A033653,SANDI,Dog,Spayed Female,0,0,LHASA APSO,WHITE,981020015875121,12/12/2015,Return,Over the Counter,Adoption,Website Information,12/13/2015,,,,,,
A033660,,Cat,Spayed Female,3,0,DOMESTIC SH,BRN TABBY,,12/05/2015,Stray,Animal Control,Euthanized,Behavior Severe,12/11/2015,,,,,,
A033665,,Cat,Female,0,2,DOMESTIC SH,BRN TABBY,,12/06/2015,Stray,Over the Counter,Euthanized,Illness Severe,12/12/2015,,,,,,
A033677,HAROLD,Dog,Male,3,0,PIT BULL,GRAY,,12/07/2015,Confiscated,Animal Cruelty,Euthanized,Behavior Manageable,12/28/2015,,,,,,
A033685,PANDER,Cat,Neutered Male,10,0,DOMESTIC SH,BLACK,981020015582768,12/08/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/20/2016,,,,,,
A033686,,Dog,Male,4,0,PIT BULL,BROWN,,12/08/2015,Stray,Animal Control,Euthanized,Behavior Manageable,12/14/2015,,,,,,
A033690,MAGGIE,Dog,Spayed Female,6,0,AUST SHEPHERD,BLUE MERLE,L16-008420,12/09/2015,Confiscated,Owner Death,Adoption,Website Information,01/06/2016,,,,,,
A033710,PETEY,Dog,Neutered Male,12,0,PIT BULL,WHITE,L16-008071,12/10/2015,Stray,Animal Control,Return to Owner,Walk-In,12/11/2015,,,,,,
A033711,PLUTO,Dog,Neutered Male,0,6,BLACK/TAN HOUND,TRICOLOR,981020015866933,12/10/2015,Confiscated,Animal Cruelty,Adoption,Walk-In,12/16/2015,,,,,,
A033711,PLUTO,Dog,Neutered Male,0,6,BLACK/TAN HOUND,TRICOLOR,981020015866933,12/17/2015,Return,Over the Counter,Adoption,Walk-In,12/17/2015,,,,,,
A033727,HOOBIE,Dog,Neutered Male,13,0,GOLDEN RETR,WHITE,,12/12/2015,Euthanasia Request,Over the Counter,Euthanized,Age-Related,12/12/2015,,,,,,
A033728,,Dog,Female,0,0,PIT BULL,BLACK,,12/09/2015,Stray,Animal Control,Adoption,,12/15/2015,,,,,,
A033729,ELMO,Dog,Neutered Male,1,0,SCHNAUZER MIN,BLACK,981020015556129,12/12/2015,Stray,Over the Counter,Adoption,Walk-In,12/24/2015,,,,,,
A033737,,Dog,Female,0,0.5,CATAHOULA,TAN,,12/12/2015,Confiscated,Animal Cruelty,Return to Owner,,12/19/2015,,,,,,
A033739,NINA,Dog,Spayed Female,16,0,GOLDEN RETR,GOLD,,12/12/2015,Euthanasia Request,Over the Counter,Euthanized,Age-Related,12/12/2015,,,,,,
A033744,CHEXX,Dog,Neutered Male,2,0,YORKSHIRE TERR,SILVER,,12/13/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/17/2015,,,,,,
A033744,CHEXX,Dog,Neutered Male,2,0,YORKSHIRE TERR,SILVER,981020015892482,02/22/2016,Stray,Animal Control,Return to Owner,Walk-In,02/24/2016,,,,,,
A033747,MIKI,Cat,Spayed Female,0,2,DOMESTIC SH,TORTIE,981020015598895,12/14/2015,Stray,Over the Counter,Adoption,Walk-In,01/02/2016,,,,,,
A033749,MIMI,Cat,Spayed Female,0,2,DOMESTIC SH,DIL CALICO,981020015865364,12/14/2015,Stray,Over the Counter,Adoption,Walk-In,12/31/2015,,,,,,
A033752,RAVEN,Dog,Female,14,0,AKITA,WHITE,,12/14/2015,Euthanasia Request,Over the Counter,Euthanized,Age-Related,12/14/2015,,,,,,
A033764,,Other,Female,1,0,RACCOON,GRAY,,12/15/2015,Stray,Over the Counter,Euthanized,Wildlife,12/15/2015,,,,,,
A033765,SLOOB,Dog,Male,8,0,ROTTWEILER,BLACK,,12/14/2015,Confiscated,Owner Death,Euthanized,Condition Severe,02/09/2016,,,,,,
A033766,LEIA,Cat,Spayed Female,2,0,DOMESTIC SH,GRAY TABBY,981020015878950,12/15/2015,Stray,Animal Control,Return to Owner,Walk-In,12/17/2015,,,,,,
A033771,NYMERIA,Dog,Female,1,6,AKITA,BROWN,,12/15/2015,Euthanasia Request,Over the Counter,Euthanized,Behavior Severe,12/15/2015,,,,,,
A033786,TWIGGY,Other,Female,2,0,GUINEA PIG,BLACK,,12/16/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/02/2016,,,,,,
A033787,SAHARA,Cat,Spayed Female,3,0,DOMESTIC LH,DIL CALICO,982000363779888,12/16/2015,Owner Surrendered,Over the Counter,Euthanized,Behavior Manageable,12/22/2015,,,,,,
A033788,,Other,Female,2,0,RABBIT SH,GRAY,,12/16/2015,Stray,Over the Counter,Euthanized,Illness Severe,12/22/2015,,,,,,
A033789,,Dog,Female,5,0,SHIH TZU,BLACK,,12/16/2015,Stray,Over the Counter,Euthanized,Condition Severe,12/22/2015,,,,,,
A033797,COCO,Dog,Spayed Female,3,0,LABRADOR RETR,CHOCOLATE,98102001588055,12/17/2015,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/23/2015,,,,,,
A033799,KILO,Dog,Neutered Male,8,0,GERM SHEPHERD,BROWN,982000153646648,12/17/2015,Owner Surrendered,Over the Counter,Euthanized,Condition Severe,12/23/2015,,,,,,
A033804,BELLA,Dog,Spayed Female,1,0,SIBERIAN HUSKY,TAN,981020015882649,12/17/2015,Stray,Over the Counter,Adoption,Walk-In,12/23/2015,,,,,,
A033804,BELLA,Dog,Spayed Female,1,0,SIBERIAN HUSKY,TAN,981020015882649,03/03/2016,Return,Over the Counter,Adoption,Walk-In,03/05/2016,,,,,,
A033804,BELLA,Dog,Spayed Female,1,0,SIBERIAN HUSKY,TAN,981020015882649,03/30/2016,Return,Over the Counter,Adoption,Walk-In,04/03/2016,,,,,,
A033810,LITTLE GIRL,Cat,Spayed Female,9,0,DOMESTIC SH,BLACK,,12/18/2015,Transfer,,Euthanized,Wound of Unknown Origin,12/19/2015,,,,,,
A033824,FEZZIK,Dog,Neutered Male,7,0,SIBERIAN HUSKY,BLACK,052533022,12/19/2015,Transfer,Transfer,Adoption,Walk-In,12/24/2015,,,,,,
A033825,ELKIE,Cat,Spayed Female,0,8,DOMESTIC SH,BRN TABBY,981020017494776,12/19/2015,Stray,Over the Counter,Adoption,Website Information,01/29/2016,,,,,,
A033826,,Cat,Female,1,0,DOMESTIC SH,BRN TABBY,,12/19/2015,Stray,Animal Control,Euthanized,Feral,12/21/2015,,,,,,
A033828,GRAY,Dog,Male,1,5,BASSET HOUND,TRICOLOR,32574B,12/19/2015,Stray,Over the Counter,Return to Owner,Tag ID,12/21/2015,,,,,,
